Datetime,Store,Weekly_Sales
2010-04-02,15,718470.7100000003
2010-04-02,16,490503.69
2010-04-02,17,848521.1699999998
2010-04-02,18,1254107.8400000003
2010-04-02,19,1642970.2699999998
2010-04-02,2,2066187.7199999995
2010-04-02,20,2405395.2199999993
2010-04-02,21,753664.1199999999
2010-04-02,22,1177340.99
2010-04-02,23,1556627.6199999999
2010-04-02,24,1478321.2600000002
2010-04-02,25,822486.3699999999
2010-04-02,26,1029849.2000000001
2010-04-02,27,2053952.9699999997
2010-04-02,28,1441559.4000000004
2010-04-02,29,599629.25
2010-04-02,3,423294.3999999998
2010-04-02,30,457884.06
2010-04-02,31,1357600.6800000002
2010-04-02,32,1131732.94
2010-04-02,33,274634.51999999996
2010-04-02,34,979428.6599999998
2010-04-02,35,1189556.4700000002
2010-04-02,36,435972.82
2010-04-02,37,540189.6999999998
2010-04-02,38,368929.55000000005
2010-04-02,39,1463942.62
2010-04-02,4,1979247.12
2010-04-02,40,1041202.1300000001
2010-04-02,41,1168826.39
2010-04-02,42,505907.41000000003
2010-04-02,43,650102.8
2010-04-02,44,286197.5
2010-04-02,45,877235.9600000001
2010-04-02,5,331406.00000000006
2010-04-02,6,1770333.9000000006
2010-04-02,7,561145.1399999999
2010-04-02,8,914500.9099999999
2010-04-02,9,545206.32
2010-04-09,1,1545418.5300000005
2010-04-09,10,2041069.3699999992
2010-04-09,11,1470308.3199999994
2010-04-09,12,1041238.8699999995
2010-04-09,13,1898321.3299999998
2010-04-09,14,2258781.2799999993
2010-04-09,15,634605.7700000001
2010-04-09,16,424083.98999999993
2010-04-09,17,770228.0200000001
2010-04-09,18,1174447.5499999996
2010-04-09,19,1489613.3199999996
2010-04-09,2,1954689.2100000002
2010-04-09,20,2007796.2599999995
2010-04-09,21,751181.4000000003
2010-04-09,22,1033171.0700000003
2010-04-09,23,1264434.7000000002
2010-04-09,24,1379579.63
2010-04-09,25,712647.97
2010-04-09,26,1022293.81
2010-04-09,27,1955814.1300000004
2010-04-09,28,1382359.2100000002
2010-04-09,29,569937.2300000001
2010-04-09,3,415870.27999999997
2010-04-09,30,454800.9600000001
2010-04-09,31,1395710.0900000003
2010-04-09,32,1095889.2199999997
2010-04-09,33,325201.05000000005
2010-04-09,34,950684.2000000001
2010-04-09,35,1198014.9700000002
2010-04-09,36,453016.9100000001
2010-04-09,37,513327.55
2010-04-09,38,341630.4600000001
2010-04-09,39,1327035.2699999996
2010-04-09,4,1818452.72
2010-04-09,40,919839.19
2010-04-09,41,1082158.21
2010-04-09,42,582552.2600000001
2010-04-09,43,693058.3400000001
2010-04-09,44,257361.3
2010-04-09,45,833782.7
2010-04-09,5,328020.49
2010-04-09,6,1667181.8199999998
2010-04-09,7,484263.25
2010-04-09,8,916033.92
2010-04-09,9,529384.3099999999
2010-04-16,1,1466058.28
2010-04-16,10,1826241.4400000004
2010-04-16,11,1323243.35
2010-04-16,12,957997.5200000003
2010-04-16,13,1819660.4399999997
2010-04-16,14,2121788.61
2010-04-16,15,641208.65
2010-04-16,16,436312.41
2010-04-16,17,757738.7600000001
2010-04-16,18,1135577.62
2010-04-16,19,1460354.6699999997
2010-04-16,2,1874957.9400000002
2010-04-16,20,1985784.5900000003
2010-04-16,21,716026.5100000001
2010-04-16,22,1000968.6700000003
2010-04-16,23,1288823.7199999995
2010-04-16,24,1268266.72
2010-04-16,25,715311.6
2010-04-16,26,905548.3800000001
2010-04-16,27,1857500.9599999997
2010-04-16,28,1268240.66
2010-04-16,29,509100.84000000014
2010-04-16,3,354993.25999999995
2010-04-16,30,471054.16000000003
2010-04-16,31,1367448.28
2010-04-16,32,1082763.27
2010-04-16,33,307779.64
2010-04-16,34,923344.5399999998
2010-04-16,35,1084487.55
2010-04-16,36,483699.56
2010-04-16,37,524544.83
2010-04-16,38,337723.48999999993
2010-04-16,39,1242874.9800000002
2010-04-16,4,1851519.69
2010-04-16,40,882636.9600000002
2010-04-16,41,1043388.7899999997
2010-04-16,42,549528.16
2010-04-16,43,675282.2
2010-04-16,44,280048.73999999993
2010-04-16,45,782221.9599999996
2010-04-16,5,306858.6900000001
2010-04-16,6,1519846.360000001
2010-04-16,7,406228.19
2010-04-16,8,882917.12
2010-04-16,9,485764.32
2010-04-23,1,1391256.12
2010-04-23,10,1829521.8299999996
2010-04-23,11,1283766.5500000003
2010-04-23,12,993833.44
2010-04-23,13,1909330.7699999993
2010-04-23,14,2138144.9099999997
2010-04-23,15,643097.6000000003
2010-04-23,16,370230.93999999994
2010-04-23,17,977790.8299999998
2010-04-23,18,1132433.5499999996
2010-04-23,19,1456793.3299999994
2010-04-23,2,1821990.93
2010-04-23,20,1878862.4200000002
2010-04-23,21,718780.5900000002
2010-04-23,22,969594.4699999999
2010-04-23,23,1315023.0799999998
2010-04-23,24,1264117.01
2010-04-23,25,694531.7199999997
2010-04-23,26,881930.87
2010-04-23,27,1850205.4699999997
2010-04-23,28,1244177.2100000002
2010-04-23,29,505329.6600000001
2010-04-23,3,339976.65000000014
2010-04-23,30,462454.3900000001
2010-04-23,31,1280465.7999999998
2010-04-23,32,1072474.8000000003
2010-04-23,33,263263.01999999996
2010-04-23,34,910240.6800000002
2010-04-23,35,1110827.48
2010-04-23,36,434116.79999999993
2010-04-23,37,527019.78
2010-04-23,38,335121.81999999995
2010-04-23,39,1280231.8500000003
2010-04-23,4,1802677.9000000004
2010-04-23,40,844958.49
2010-04-23,41,1067340.74
2010-04-23,42,492364.76999999996
2010-04-23,43,638957.3499999999
2010-04-23,44,278287.04
2010-04-23,45,749779.1
2010-04-23,5,288839.73
2010-04-23,6,1540435.9899999998
2010-04-23,7,404751.24999999994
2010-04-23,8,850440.2600000001
2010-04-23,9,488683.57000000007
2010-04-30,1,1425100.7100000002
2010-04-30,10,1790694.5899999999
2010-04-30,11,1239766.89
2010-04-30,12,954220.22
2010-04-30,13,1785823.3700000003
2010-04-30,14,2082355.1199999999
2010-04-30,15,570791.11
2010-04-30,16,383550.9299999999
2010-04-30,17,807798.7300000002
2010-04-30,18,1060446.16
2010-04-30,19,1405065.5700000008
2010-04-30,2,1802450.29
2010-04-30,20,1919053.21
2010-04-30,21,680532.6900000001
2010-04-30,22,977683.0600000004
2010-04-30,23,1259414.5200000003
2010-04-30,24,1259877.1899999995
2010-04-30,25,706924.0199999999
2010-04-30,26,904503.8499999999
2010-04-30,27,1805885.0399999996
2010-04-30,28,1186971.02
2010-04-30,29,501013.4699999999
2010-04-30,3,361248.38999999984
2010-04-30,30,456140.33999999997
2010-04-30,31,1243200.2400000002
2010-04-30,32,1066792.6299999997
2010-04-30,33,275883.23
2010-04-30,34,859922.1899999997
2010-04-30,35,1096930.6500000004
2010-04-30,36,457899.64
2010-04-30,37,517850.83
2010-04-30,38,337979.6500000001
2010-04-30,39,1263836.5899999996
2010-04-30,4,1817273.28
2010-04-30,40,816838.3099999998
2010-04-30,41,1063960.1099999999
2010-04-30,42,477615.86999999994
2010-04-30,43,630740.11
2010-04-30,44,272997.65
2010-04-30,45,737265.57
2010-04-30,5,298697.8399999999
2010-04-30,6,1498080.1599999997
2010-04-30,7,373655.6099999999
2010-04-30,8,778672.6400000004
2010-04-30,9,491723.4199999999
2010-05-07,1,1603955.1200000003
2010-05-07,10,1921432.1600000006
2010-05-07,11,1312329.7800000003
2010-05-07,12,1043240.2699999999
2010-05-07,13,2005478.4599999995
2010-05-07,14,2370116.520000001
2010-05-07,15,661348.8800000001
2010-05-07,16,403217.2199999998
2010-05-07,17,843848.6500000001
2010-05-07,18,1222255.4699999997
2010-05-07,19,1566219.7699999998
2010-05-07,2,2042581.7100000002
2010-05-07,20,2137202.38
2010-05-07,21,744969.4200000003
2010-05-07,22,1052973.28
2010-05-07,23,1365552.2799999996
2010-05-07,24,1409705.0299999998
2010-05-07,25,724468.9700000001
2010-05-07,26,1074479.7300000002
2010-05-07,27,1939458.8399999999
2010-05-07,28,1532893.22
2010-05-07,29,568497.3499999997
2010-05-07,3,399323.8600000002
2010-05-07,30,457883.94
2010-05-07,31,1381796.7999999998
2010-05-07,32,1133657.5800000003
2010-05-07,33,326870.13000000006
2010-05-07,34,953495.4799999999
2010-05-07,35,1182099.8800000001
2010-05-07,36,489372.02
2010-05-07,37,543234.7699999999
2010-05-07,38,383657.43999999994
2010-05-07,39,1355704.2100000002
2010-05-07,4,2000626.1400000001
2010-05-07,40,1009797.0599999998
2010-05-07,41,1175738.22
2010-05-07,42,582846.22
2010-05-07,43,691498.6000000001
2010-05-07,44,285379.86
2010-05-07,45,812190.7599999998
2010-05-07,5,333522.6000000001
2010-05-07,6,1619920.0399999998
2010-05-07,7,395453.83000000013
2010-05-07,8,916820.9599999998
2010-05-07,9,526128.61
2010-05-14,1,1494251.5000000002
2010-05-14,10,1808056.4100000001
2010-05-14,11,1266796.1299999997
2010-05-14,12,966054.9700000001
2010-05-14,13,1890273.4399999995
2010-05-14,14,2129771.1299999994
2010-05-14,15,594385.2000000001
2010-05-14,16,401770.89999999997
2010-05-14,17,813756.0899999999
2010-05-14,18,1092616.4899999998
2010-05-14,19,1437319.4500000002
2010-05-14,2,1880752.3599999996
2010-05-14,20,2033211.6199999996
2010-05-14,21,723559.8800000001
2010-05-14,22,973585.3299999997
2010-05-14,23,1303055.0899999999
2010-05-14,24,1346783.35
2010-05-14,25,698073.95
2010-05-14,26,972663.5899999997
2010-05-14,27,1842465.7800000003
2010-05-14,28,1245898.7300000004
2010-05-14,29,518940.8800000002
2010-05-14,3,384357.94000000006
2010-05-14,30,461868.08999999997
2010-05-14,31,1287288.5900000003
2010-05-14,32,1079314.52
2010-05-14,33,331173.51
2010-05-14,34,933924.44
2010-05-14,35,1104277.57
2010-05-14,36,476733.74
2010-05-14,37,505196.07999999996
2010-05-14,38,346174.3
2010-05-14,39,1226997.7000000002
2010-05-14,4,1875597.28
2010-05-14,40,907262.4700000001
2010-05-14,41,1116439.02
2010-05-14,42,564345.55
2010-05-14,43,690851.5900000001
2010-05-14,44,286515.92
2010-05-14,45,758182.2
2010-05-14,5,296673.76999999996
2010-05-14,6,1524059.4000000001
2010-05-14,7,372673.61000000004
2010-05-14,8,873337.8399999997
2010-05-14,9,492792.80000000016
2010-05-21,1,1399662.0700000003
2010-05-21,10,1847613.5799999996
2010-05-21,11,1271646.6200000006
2010-05-21,12,958374.5599999999
2010-05-21,13,1853657.6
2010-05-21,14,2108187.0999999996
2010-05-21,15,616598.1
2010-05-21,16,435300.51000000007
2010-05-21,17,826626.5
2010-05-21,18,1101621.3599999999
2010-05-21,19,1377716.17
2010-05-21,2,1896937.0999999994
2010-05-21,20,1893736.8999999997
2010-05-21,21,753361.7200000001
2010-05-21,22,979977.8899999995
2010-05-21,23,1327424.2799999998
2010-05-21,24,1283482.8499999999
2010-05-21,25,704113.2200000002
2010-05-21,26,986765.01
2010-05-21,27,1836595.5799999996
2010-05-21,28,1217923.71
2010-05-21,29,502021.8200000002
2010-05-21,3,343763.1700000001
2010-05-21,30,455751.84
2010-05-21,31,1337405.6
2010-05-21,32,1143819.3499999999
2010-05-21,33,294264.2
2010-05-21,34,913616.3199999997
2010-05-21,35,1078182.18
2010-05-21,36,474917.9800000001
2010-05-21,37,510494.7
2010-05-21,38,340497.0800000001
2010-05-21,39,1350673.98
2010-05-21,4,1903752.6
2010-05-21,40,885613.91
2010-05-21,41,1163234.33
2010-05-21,42,504403.16000000003
2010-05-21,43,672062.0799999998
2010-05-21,44,267065.35
2010-05-21,45,747888.2499999999
2010-05-21,5,301615.49
2010-05-21,6,1531938.4400000004
2010-05-21,7,395195.65000000014
2010-05-21,8,818333.21
2010-05-21,9,506274.94
2010-05-28,1,1432069.9500000002
2010-05-28,10,1904618.17
2010-05-28,11,1264272.5200000003
2010-05-28,12,955451.1599999993
2010-05-28,13,1877358.86
2010-05-28,14,2227152.16
2010-05-28,15,744772.8800000002
2010-05-28,16,479430.0000000001
2010-05-28,17,872817.6199999998
2010-05-28,18,1256282.7899999998
2010-05-28,19,1648882.6200000003
2010-05-28,2,1957113.8899999997
2010-05-28,20,2065984.9499999997
2010-05-28,21,755214.26
2010-05-28,22,1103740.4
2010-05-28,23,1571158.5599999996
2010-05-28,24,1473868.15
2010-05-28,25,792442.54
2010-05-28,26,1069851.5899999996
2010-05-28,27,1962468.6699999997
2010-05-28,28,1176588.2500000002
2010-05-28,29,577627.66
2010-05-28,3,350089.22999999986
2010-05-28,30,462474.1599999999
2010-05-28,31,1309437.1699999997
2010-05-28,32,1205662.8500000003
2010-05-28,33,279246.33
2010-05-28,34,942868.38
2010-05-28,35,1223777.48
2010-05-28,36,447050.42
2010-05-28,37,532241.22
2010-05-28,38,326469.43
2010-05-28,39,1365541.5900000003
2010-05-28,4,1857533.7000000002
2010-05-28,40,1008483.0699999997
2010-05-28,41,1246654.2400000005
2010-05-28,42,484097.02999999997
2010-05-28,43,630315.7599999999
2010-05-28,44,291891.00999999995
2010-05-28,45,801098.4300000004
2010-05-28,5,310013.1100000001
2010-05-28,6,1644470.66
2010-05-28,7,442734.55000000016
2010-05-28,8,868041.5599999998
2010-05-28,9,558143.53
2010-06-04,1,1615524.71
2010-06-04,10,1931406.2799999996
2010-06-04,11,1396322.1899999997
2010-06-04,12,1049357.36
2010-06-04,13,2022705.22
2010-06-04,14,2363601.4700000007
2010-06-04,15,693192.5000000001
2010-06-04,16,516295.81
2010-06-04,17,876902.8700000002
2010-06-04,18,1271311.76
2010-06-04,19,1519013.4899999998
2010-06-04,2,2102539.9299999997
2010-06-04,20,2203619.35
2010-06-04,21,806012.4799999999
2010-06-04,22,1095539.1300000004
2010-06-04,23,1514435.5100000012
2010-06-04,24,1566668.91
2010-06-04,25,764155.4399999998
2010-06-04,26,1003202.6599999999
2010-06-04,27,2073102.59
2010-06-04,28,1543678.02
2010-06-04,29,588017.66
2010-06-04,3,396968.79999999993
2010-06-04,30,458343.69999999995
2010-06-04,31,1427624.5000000002
2010-06-04,32,1149234.9600000002
2010-06-04,33,285100.00000000006
2010-06-04,34,966187.5099999997
2010-06-04,35,1282378.7099999997
2010-06-04,36,471088.88
2010-06-04,37,479195.02
2010-06-04,38,376184.88000000006
2010-06-04,39,1512207.95
2010-06-04,4,1903290.5800000003
2010-06-04,40,1052429.03
2010-06-04,41,1305068.0999999999
2010-06-04,42,556046.12
2010-06-04,43,682012.53
2010-06-04,44,282351.82
2010-06-04,45,837548.6200000002
2010-06-04,5,337825.88999999984
2010-06-04,6,1857380.0899999999
2010-06-04,7,509183.22
2010-06-04,8,958225.41
2010-06-04,9,586061.4599999998
2010-06-11,1,1542561.09
2010-06-11,10,1827521.7099999997
2010-06-11,11,1339570.8499999994
2010-06-11,12,1016039.71
2010-06-11,13,2037880.9600000002
2010-06-11,14,2249570.0399999996
2010-06-11,15,619337.29
2010-06-11,16,535587.3099999999
2010-06-11,17,845252.2099999996
2010-06-11,18,1173521.8199999998
2010-06-11,19,1410683.94
2010-06-11,2,2025538.76
2010-06-11,20,2100489.79
2010-06-11,21,784305.5500000003
2010-06-11,22,1061196.47
2010-06-11,23,1439432.0599999996
2010-06-11,24,1375458.21
2010-06-11,25,737163.1999999998
2010-06-11,26,1073862.59
2010-06-11,27,1873812.93
2010-06-11,28,1348995.17
2010-06-11,29,540716.5799999998
2010-06-11,3,355017.08999999985
2010-06-11,30,445530.16000000003
2010-06-11,31,1377092.33
2010-06-11,32,1192074.0899999999
2010-06-11,33,310800.79
2010-06-11,34,954681.5599999997
2010-06-11,35,1160412.7100000002
2010-06-11,36,467711.18
2010-06-11,37,481915.1099999999
2010-06-11,38,354828.64999999997
2010-06-11,39,1371405.3300000003
2010-06-11,4,1870619.230000001
2010-06-11,40,1007574.6699999999
2010-06-11,41,1217199.3900000001
2010-06-11,42,607218.6
2010-06-11,43,684023.95
2010-06-11,44,296818.2
